service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
179@2,0,0,0,0,0,1,0,20250912,20251212
1842@1,1,1,1,1,1,0,0,20250912,20251212
195@1,1,1,1,1,1,0,0,20250912,20251212
20.2@1,1,1,1,1,1,0,0,20250912,20251212
20.6@1,1,1,1,1,1,0,0,20250912,20251212
20.6@3,0,0,0,0,0,0,1,20250912,20251212
216@1,1,1,1,1,1,0,0,20250912,20251212
2441@3,0,0,0,0,0,0,1,20250912,20251212
250@2,0,0,0,0,0,1,0,20250912,20251212
251@1,1,1,1,1,1,0,0,20250912,20251212
2541@1,1,1,1,1,1,0,0,20250912,20251212
2541@2,0,0,0,0,0,1,0,20250912,20251212
255@3,0,0,0,0,0,0,1,20250912,20251212
255@2,0,0,0,0,0,1,0,20250912,20251212
2552@2,0,0,0,0,0,1,0,20250912,20251212
25613@2,0,0,0,0,0,1,0,20250912,20251212
2572@3,0,0,0,0,0,0,1,20250912,20251212
2602@1,1,1,1,1,1,0,0,20250912,20251212
2602@2,0,0,0,0,0,1,0,20250912,20251212
262@1,1,1,1,1,1,0,0,20250912,20251212
263@1,1,1,1,1,1,0,0,20250912,20251212
2631@3,0,0,0,0,0,0,1,20250912,20251212
2632@3,0,0,0,0,0,0,1,20250912,20251212
2632@2,0,0,0,0,0,1,0,20250912,20251212
264@1,1,1,1,1,1,0,0,20250912,20251212
266@3,0,0,0,0,0,0,1,20250912,20251212
2671@1,1,1,1,1,1,0,0,20250912,20251212
2672@3,0,0,0,0,0,0,1,20250912,20251212
268@3,0,0,0,0,0,0,1,20250912,20251212
2701@3,0,0,0,0,0,0,1,20250912,20251212
274@3,0,0,0,0,0,0,1,20250912,20251212
2811@1,1,1,1,1,1,0,0,20250912,20251212
2816@3,0,0,0,0,0,0,1,20250912,20251212
2821@3,0,0,0,0,0,0,1,20250912,20251212
284@3,0,0,0,0,0,0,1,20250912,20251212
2843@1,1,1,1,1,1,0,0,20250912,20251212
343@2,0,0,0,0,0,1,0,20250912,20251212
344@2,0,0,0,0,0,1,0,20250912,20251212
3441@2,0,0,0,0,0,1,0,20250912,20251212
347@3,0,0,0,0,0,0,1,20250912,20251212
347@2,0,0,0,0,0,1,0,20250912,20251212
349@1,1,1,1,1,1,0,0,20250912,20251212
361@2,0,0,0,0,0,1,0,20250912,20251212
375@2,0,0,0,0,0,1,0,20250912,20251212
3762@3,0,0,0,0,0,0,1,20250912,20251212
398@1,1,1,1,1,1,0,0,20250912,20251212
3982@1,1,1,1,1,1,0,0,20250912,20251212
3984@3,0,0,0,0,0,0,1,20250912,20251212
3986@1,1,1,1,1,1,0,0,20250912,20251212
4291@1,1,1,1,1,1,0,0,20250912,20251212
43312@2,0,0,0,0,0,1,0,20250912,20251212
439@1,1,1,1,1,1,0,0,20250912,20251212
441@1,1,1,1,1,1,0,0,20250912,20251212
470@1,1,1,1,1,1,0,0,20250912,20251212
473@3,0,0,0,0,0,0,1,20250912,20251212
473@2,0,0,0,0,0,1,0,20250912,20251212
491@3,0,0,0,0,0,0,1,20250912,20251212
4944@2,0,0,0,0,0,1,0,20250912,20251212
4951@3,0,0,0,0,0,0,1,20250912,20251212
4953@1,1,1,1,1,1,0,0,20250912,20251212
4961@1,1,1,1,1,1,0,0,20250912,20251212
50.2@2,0,0,0,0,0,1,0,20250912,20251212
5203@1,1,1,1,1,1,0,0,20250912,20251212
5203@3,0,0,0,0,0,0,1,20250912,20251212
525@2,0,0,0,0,0,1,0,20250912,20251212
615@1,1,1,1,1,1,0,0,20250912,20251212
621@1,1,1,1,1,1,0,0,20250912,20251212
624@3,0,0,0,0,0,0,1,20250912,20251212
627@2,0,0,0,0,0,1,0,20250912,20251212
6276@1,1,1,1,1,1,0,0,20250912,20251212
6276@2,0,0,0,0,0,1,0,20250912,20251212
631@1,1,1,1,1,1,0,0,20250912,20251212
6321@1,1,1,1,1,1,0,0,20250912,20251212
633@1,1,1,1,1,1,0,0,20250912,20251212
652@2,0,0,0,0,0,1,0,20250912,20251212
654@2,0,0,0,0,0,1,0,20250912,20251212
656@2,0,0,0,0,0,1,0,20250912,20251212
659@1,1,1,1,1,1,0,0,20250912,20251212
7041@1,1,1,1,1,1,0,0,20250912,20251212
7041@2,0,0,0,0,0,1,0,20250912,20251212
7151@1,1,1,1,1,1,0,0,20250912,20251212
7151@3,0,0,0,0,0,0,1,20250912,20251212
756@1,1,1,1,1,1,0,0,20250912,20251212
762@1,1,1,1,1,1,0,0,20250912,20251212
862@1,1,1,1,1,1,0,0,20250912,20251212
A135@1,1,1,1,1,1,0,0,20250912,20251212
A14@1,1,1,1,1,1,0,0,20250912,20251212
A143@1,1,1,1,1,1,0,0,20250912,20251212
A19@1,1,1,1,1,1,0,0,20250912,20251212
A19@2,0,0,0,0,0,1,0,20250912,20251212
A25@1,1,1,1,1,1,0,0,20250912,20251212
A31@1,1,1,1,1,1,0,0,20250912,20251212
A48@2,0,0,0,0,0,1,0,20250912,20251212
A62@1,1,1,1,1,1,0,0,20250912,20251212
A62@2,0,0,0,0,0,1,0,20250912,20251212
A631@2,0,0,0,0,0,1,0,20250912,20251212
A632@2,0,0,0,0,0,1,0,20250912,20251212
A74@1,1,1,1,1,1,0,0,20250912,20251212
A74@2,0,0,0,0,0,1,0,20250912,20251212
A81@1,1,1,1,1,1,0,0,20250912,20251212
A87@1,1,1,1,1,1,0,0,20250912,20251212
A876@1,1,1,1,1,1,0,0,20250912,20251212
A931@1,1,1,1,1,1,0,0,20250912,20251212
A952@3,0,0,0,0,0,0,1,20250912,20251212
A99@3,0,0,0,0,0,0,1,20250912,20251212
A991@2,0,0,0,0,0,1,0,20250912,20251212
B25@1,1,1,1,1,1,0,0,20250912,20251212
B25@3,0,0,0,0,0,0,1,20250912,20251212
B55@1,1,1,1,1,1,0,0,20250912,20251212
B56@1,1,1,1,1,1,0,0,20250912,20251212
C2@1,1,1,1,1,1,0,0,20250912,20251212
C80@3,0,0,0,0,0,0,1,20250912,20251212
E178@1,1,1,1,1,1,0,0,20250912,20251212
E178@3,0,0,0,0,0,0,1,20250912,20251212
M10@1,1,1,1,1,1,0,0,20250912,20251212
M52@1,1,1,1,1,1,0,0,20250912,20251212
M52@3,0,0,0,0,0,0,1,20250912,20251212
M68@2,0,0,0,0,0,1,0,20250912,20251212
M98@1,1,1,1,1,1,0,0,20250912,20251212
O171@3,0,0,0,0,0,0,1,20250912,20251212
O210@2,0,0,0,0,0,1,0,20250912,20251212
O398@2,0,0,0,0,0,1,0,20250912,20251212
O491@3,0,0,0,0,0,0,1,20250912,20251212
R10@1,1,1,1,1,1,0,0,20250912,20251212
R101@3,0,0,0,0,0,0,1,20250912,20251212
R321@1,1,1,1,1,1,0,0,20250912,20251212
R4@1,1,1,1,1,1,0,0,20250912,20251212
T10@1,1,1,1,1,1,0,0,20250912,20251212
T11@3,0,0,0,0,0,0,1,20250912,20251212
T112@1,1,1,1,1,1,0,0,20250912,20251212
T12@1,1,1,1,1,1,0,0,20250912,20251212
T12A@2,0,0,0,0,0,1,0,20250912,20251212
T3@3,0,0,0,0,0,0,1,20250912,20251212
T52@3,0,0,0,0,0,0,1,20250912,20251212
T6@3,0,0,0,0,0,0,1,20250912,20251212
T6@2,0,0,0,0,0,1,0,20250912,20251212
T7@1,1,1,1,1,1,0,0,20250912,20251212
T7@3,0,0,0,0,0,0,1,20250912,20251212
T8@3,0,0,0,0,0,0,1,20250912,20251212
T8@2,0,0,0,0,0,1,0,20250912,20251212
